Epochs,PDE Loss,Boundary Conditions Loss
0,0.037399981170892715,0.592217743396759
1,0.018881715834140778,0.3479006886482239
2,0.017576120793819427,0.3000175654888153
3,0.026854194700717926,0.33194562792778015
4,0.027955904603004456,0.31702542304992676
5,0.02127431519329548,0.2829033136367798
6,0.016440818086266518,0.23796647787094116
7,0.018674427643418312,0.2164822369813919
8,0.027044588699936867,0.2133694738149643
9,0.03732496500015259,0.21810564398765564
10,0.044544968754053116,0.2165393829345703
11,0.04480728134512901,0.21548926830291748
12,0.0357881523668766,0.20554332435131073
13,0.02225259318947792,0.2030501663684845
14,0.00940331257879734,0.20647978782653809
15,0.0020763096399605274,0.2018130123615265
16,0.003495388198643923,0.20779524743556976
17,0.008929409086704254,0.20615223050117493
18,0.013448793441057205,0.20299510657787323
19,0.01403074897825718,0.2004581093788147
20,0.012630213052034378,0.19738855957984924
21,0.009663701057434082,0.1974613517522812
22,0.007370170205831528,0.201565682888031
23,0.005582970101386309,0.20171459019184113
24,0.004781108815222979,0.19502514600753784
25,0.004019861109554768,0.1922937035560608
26,0.0032913018949329853,0.19560781121253967
27,0.0027799769304692745,0.1904260516166687
28,0.0023017923813313246,0.19016554951667786
29,0.0018220614874735475,0.19222424924373627
30,0.0015755265485495329,0.18918554484844208
31,0.0018700057407841086,0.19183675944805145
32,0.0022967832628637552,0.18769846856594086
33,0.003271966241300106,0.19027860462665558
34,0.004119140561670065,0.1900894194841385
35,0.004821227863430977,0.1919894814491272
36,0.004963023588061333,0.1940886676311493
37,0.004896472208201885,0.19043570756912231
38,0.004120975732803345,0.19100606441497803
39,0.0030510721262544394,0.18648378551006317
40,0.002174132503569126,0.18925940990447998
41,0.0015169908292591572,0.19018737971782684
42,0.0013046207604929805,0.1800757199525833
43,0.0014121269341558218,0.18861956894397736
44,0.0017575243255123496,0.19463157653808594
45,0.0022035788279026747,0.18903663754463196
46,0.0022706743329763412,0.19113177061080933
47,0.002380767837166786,0.19370847940444946
48,0.0020807660184800625,0.18605414032936096
49,0.0018133848207071424,0.18772011995315552
50,0.0015202844515442848,0.1860642433166504
51,0.0014369420241564512,0.18571338057518005
52,0.001516239601187408,0.1878184974193573
53,0.0013770629884675145,0.1850626915693283
54,0.0014537430834025145,0.18712271749973297
55,0.001547244843095541,0.18369542062282562
56,0.001642837654799223,0.1862669289112091
57,0.0017350299749523401,0.18937957286834717
58,0.0018483874155208468,0.18506325781345367
59,0.0017193808453157544,0.18515555560588837
60,0.0014606344047933817,0.18451222777366638
61,0.0017084621358662844,0.18461176753044128
62,0.0017340992344543338,0.1823810636997223
63,0.0016742676962167025,0.18381553888320923
64,0.0016667981399223208,0.1841680109500885
65,0.0016483473591506481,0.18422715365886688
66,0.0016350583173334599,0.1865900456905365
67,0.0017601419240236282,0.18550260365009308
68,0.001810643239878118,0.18918438255786896
69,0.0019225813448429108,0.18734535574913025
70,0.002086927415803075,0.18422286212444305
71,0.001873354078270495,0.18526209890842438
72,0.002071004593744874,0.17983534932136536
73,0.0020259155426174402,0.17950783669948578
74,0.001958285691216588,0.18382009863853455
75,0.0020996094681322575,0.17914226651191711
76,0.0020599171984940767,0.1787823736667633
77,0.002046010922640562,0.1881943643093109
78,0.002223844639956951,0.179312065243721
79,0.002165877027437091,0.18249072134494781
80,0.0023652478121221066,0.18409854173660278
81,0.0022544621024280787,0.17812186479568481
82,0.002431308850646019,0.1834246963262558
83,0.002481454284861684,0.18321271240711212
84,0.0026846674736589193,0.18057699501514435
85,0.0027013011276721954,0.18528757989406586
86,0.0027064643800258636,0.17957882583141327
87,0.0026130627375096083,0.17875777184963226
88,0.0029340223409235477,0.18197710812091827
89,0.002777599263936281,0.17920540273189545
90,0.00292886677198112,0.18442481756210327
91,0.0029879685025662184,0.1792452484369278
92,0.002959571313112974,0.18178562819957733
93,0.003100132569670677,0.18012765049934387
94,0.0033049993216991425,0.17977763712406158
95,0.003405977040529251,0.18157240748405457
96,0.0035700101871043444,0.18012218177318573
97,0.0034035444259643555,0.17862428724765778
98,0.0037350207567214966,0.17816932499408722
99,0.004028168972581625,0.17592853307724
100,0.003784849541261792,0.17962689697742462
101,0.003867045044898987,0.1748608499765396
102,0.004062438849359751,0.181380957365036
103,0.004254911560565233,0.1733938306570053
104,0.0044309357181191444,0.1777084469795227
105,0.004340778570622206,0.1753603219985962
106,0.004530722741037607,0.17619527876377106
107,0.004513605963438749,0.17934411764144897
108,0.005159880965948105,0.1805342435836792
109,0.004777359310537577,0.17429468035697937
110,0.005253741983324289,0.17750929296016693
111,0.0056348019279539585,0.17440661787986755
112,0.0053037796169519424,0.17616453766822815
113,0.005417029373347759,0.1757155805826187
114,0.005758712068200111,0.17402592301368713
115,0.00581399817019701,0.17189855873584747
116,0.0060231052339077,0.1733866035938263
117,0.006247284356504679,0.17508579790592194
118,0.006562845315784216,0.17682509124279022
119,0.006567942909896374,0.1719968616962433
120,0.006838211324065924,0.1700345277786255
121,0.007635395973920822,0.1688281148672104
122,0.007483203429728746,0.17171266674995422
123,0.007852056995034218,0.1717006266117096
124,0.007904672995209694,0.17416712641716003
125,0.008363375440239906,0.17118017375469208
126,0.008240746334195137,0.17032068967819214
127,0.009128117933869362,0.17207203805446625
128,0.009497827850282192,0.16936692595481873
129,0.009825149551033974,0.16977925598621368
130,0.00985979288816452,0.16724121570587158
131,0.010157449170947075,0.17041198909282684
132,0.010503803379833698,0.17114107310771942
133,0.010766297578811646,0.16699004173278809
134,0.011611872352659702,0.1682521253824234
135,0.011648967862129211,0.1662970334291458
136,0.011852402240037918,0.16725891828536987
137,0.013059558346867561,0.16570909321308136
138,0.013251662254333496,0.16428545117378235
139,0.013629074208438396,0.1641262024641037
140,0.013732867315411568,0.15957458317279816
141,0.015088696964085102,0.16632969677448273
142,0.015322056598961353,0.15776389837265015
143,0.01587720774114132,0.16804435849189758
144,0.017194749787449837,0.15942740440368652
145,0.01803620532155037,0.1605512946844101
146,0.019003059715032578,0.15668269991874695
147,0.019166599959135056,0.16193737089633942
148,0.020603476092219353,0.1555624157190323
149,0.022062178701162338,0.16177412867546082
150,0.02190982736647129,0.15822060406208038
