Epochs,PDE Loss,Boundary Conditions Loss
0,0.034616000950336456,0.4994490444660187
1,0.0016235210932791233,0.3549976944923401
2,0.003850021166726947,0.3432159125804901
3,0.008828694000840187,0.34199899435043335
4,0.005898591596633196,0.3057638704776764
5,0.0011200329754501581,0.2579073905944824
6,0.0011598479468375444,0.22816158831119537
7,0.00568881630897522,0.21492888033390045
8,0.008751454763114452,0.21458151936531067
9,0.006960099097341299,0.21370430290699005
10,0.0023653083480894566,0.21027272939682007
11,0.00037900632014498115,0.19716215133666992
12,0.0032045289408415556,0.2011023908853531
13,0.006893118843436241,0.2010994404554367
14,0.006496208254247904,0.200468510389328
15,0.0029331748373806477,0.20591142773628235
16,0.0006931870011612773,0.2032175213098526
17,0.001886290847323835,0.2059340476989746
18,0.0033405651338398457,0.20288684964179993
19,0.003273190464824438,0.20261813700199127
20,0.0015618905890733004,0.19389601051807404
21,0.0004619171959348023,0.19418147206306458
22,0.0010384955676272511,0.18907354772090912
23,0.0024338653311133385,0.1902245581150055
24,0.0030846940353512764,0.19538818299770355
25,0.002672294620424509,0.1936613768339157
26,0.001464180531911552,0.19340965151786804
27,0.0005435658385977149,0.19035698473453522
28,0.0006435811519622803,0.19160810112953186
29,0.0015652906149625778,0.19694647192955017
30,0.0022315888199955225,0.19249454140663147
31,0.0020742241758853197,0.18886643648147583
32,0.0013482115464285016,0.1896694004535675
33,0.0005751122371293604,0.18978255987167358
34,0.0005205256165936589,0.19301852583885193
35,0.0009179874905385077,0.18670246005058289
36,0.0011729650432243943,0.1932659149169922
37,0.0009930537780746818,0.18923966586589813
38,0.0006287612486630678,0.19016197323799133
39,0.00045841344399377704,0.18643119931221008
40,0.0005990684730932117,0.18894502520561218
41,0.0008827786659821868,0.18452763557434082
42,0.0008488703169859946,0.1812410056591034
43,0.0006490459782071412,0.1892479658126831
44,0.0006195181049406528,0.1878148317337036
45,0.0006805252050980926,0.18763552606105804
46,0.0007353321998380125,0.18658530712127686
47,0.0006929047522135079,0.190505713224411
48,0.000563000503461808,0.18531519174575806
49,0.0005157461273483932,0.18866896629333496
50,0.0005212958203628659,0.188415989279747
51,0.0005388058489188552,0.18839633464813232
52,0.0004952000454068184,0.19076140224933624
53,0.00048769370187073946,0.18304045498371124
54,0.0005116586107760668,0.18325118720531464
55,0.0005721884081140161,0.18930450081825256
56,0.000595897319726646,0.18757759034633636
57,0.000577786413487047,0.18552416563034058
58,0.0005082851275801659,0.1829260289669037
59,0.000621253508143127,0.18447311222553253
60,0.000627793138846755,0.19147123396396637
61,0.0006059046718291938,0.18246054649353027
62,0.0006367312162183225,0.18392470479011536
63,0.0005929708131588995,0.18800494074821472
64,0.000590487034060061,0.1846902221441269
65,0.0005818175268359482,0.18723765015602112
66,0.0006611060234718025,0.18169981241226196
67,0.0006482185563072562,0.18050605058670044
68,0.0007158865337260067,0.1831616312265396
69,0.0006768175517208874,0.18213918805122375
70,0.0007463968941010535,0.18410906195640564
71,0.0008009789162315428,0.1862042099237442
72,0.0007013720460236073,0.1802784949541092
73,0.0007446026429533958,0.17538894712924957
74,0.0008038019295781851,0.17968402802944183
75,0.0007918707560747862,0.1804378181695938
76,0.0008026289287954569,0.18184278905391693
77,0.0008341810316778719,0.17761945724487305
78,0.0008611147059127688,0.17912137508392334
79,0.0008771936409175396,0.18478499352931976
80,0.0008792316075414419,0.1814153641462326
81,0.0008717068703845143,0.1793690323829651
82,0.000949651759583503,0.1798049807548523
83,0.0009934589033946395,0.18202951550483704
84,0.0010246493620797992,0.17679506540298462
85,0.0009886135812848806,0.18428926169872284
86,0.0010369521332904696,0.18262077867984772
87,0.0009681645897217095,0.18361683189868927
88,0.0010029198601841927,0.1781531274318695
89,0.0010753399692475796,0.18097390234470367
90,0.0011645902413874865,0.17772814631462097
91,0.00117463618516922,0.18192583322525024
92,0.0011553348740562797,0.1758381575345993
93,0.0012183650396764278,0.1761884242296219
94,0.0012591560371220112,0.17733177542686462
95,0.001335310167632997,0.17418868839740753
96,0.0012810921762138605,0.1757872998714447
97,0.0014744529034942389,0.18182656168937683
98,0.001420076354406774,0.17611786723136902
99,0.0014033799525350332,0.17419323325157166
100,0.0014917653752490878,0.17330540716648102
101,0.0015353279886767268,0.17325296998023987
102,0.0016724752495065331,0.1755208969116211
103,0.0016589114675298333,0.17351603507995605
104,0.0017170424107462168,0.1740155965089798
105,0.0016669152537360787,0.1761617511510849
106,0.0016690222546458244,0.17401792109012604
107,0.001796012744307518,0.1740831434726715
108,0.0017913799965754151,0.17011965811252594
109,0.0018948280485346913,0.17341279983520508
110,0.001828553737141192,0.17195244133472443
111,0.002054026583209634,0.16709890961647034
112,0.0020995524246245623,0.174483060836792
113,0.002052134368568659,0.16986967623233795
114,0.002198469126597047,0.16704270243644714
115,0.0022146126721054316,0.1686715930700302
116,0.0021795332431793213,0.17002351582050323
117,0.0023645744659006596,0.1695432811975479
118,0.002442731289193034,0.17208220064640045
119,0.0023220565635710955,0.16574309766292572
120,0.002474159002304077,0.1708032190799713
121,0.0026703267358243465,0.17361141741275787
122,0.0025311254430562258,0.1640014946460724
123,0.0026199703570455313,0.1658572256565094
124,0.0028324390295892954,0.16738712787628174
125,0.002781366929411888,0.16684246063232422
126,0.0028132570441812277,0.1656959354877472
127,0.002928082598373294,0.16541633009910583
128,0.003176013007760048,0.16475482285022736
129,0.003370891558006406,0.16259613633155823
130,0.0030315311159938574,0.16072985529899597
131,0.003205901710316539,0.16709044575691223
132,0.003195644123479724,0.15920235216617584
133,0.0031903772614896297,0.1615818291902542
134,0.0035623200237751007,0.1611178070306778
135,0.0036091795191168785,0.16122855246067047
136,0.00333420024253428,0.1643601804971695
137,0.003549587447196245,0.15592995285987854
138,0.003735193284228444,0.16026414930820465
139,0.004027680028229952,0.15691621601581573
140,0.0034267855808138847,0.15832246840000153
141,0.0036441427655518055,0.1544407606124878
142,0.0040208520367741585,0.15625080466270447
143,0.003918390721082687,0.16185151040554047
144,0.0036559354048222303,0.15536688268184662
145,0.003798176534473896,0.15713009238243103
146,0.004298623185604811,0.15667548775672913
147,0.004101824481040239,0.15948733687400818
148,0.003922439180314541,0.15310119092464447
149,0.004055352415889502,0.15364088118076324
150,0.004256170243024826,0.1540052443742752
151,0.004129997920244932,0.15501682460308075
152,0.004047400318086147,0.15467914938926697
153,0.003921560011804104,0.15200279653072357
154,0.004435267765074968,0.14914099872112274
155,0.00407550111413002,0.1522667557001114
156,0.004277493339031935,0.14518003165721893
157,0.004798303823918104,0.15057921409606934
158,0.004982887767255306,0.1508307009935379
159,0.004164085257798433,0.1478036642074585
160,0.0041501484811306,0.14708782732486725
161,0.004441509023308754,0.14705637097358704
162,0.004330835770815611,0.14331546425819397
163,0.0044584437273442745,0.14230459928512573
164,0.004325849935412407,0.1411171704530716
165,0.004473034292459488,0.14342504739761353
166,0.0040615699253976345,0.13798637688159943
167,0.004091986920684576,0.1403106153011322
168,0.004480644594877958,0.13716065883636475
169,0.004283479414880276,0.136482834815979
170,0.004070665221661329,0.13391157984733582
171,0.004384028259664774,0.13644105195999146
172,0.0040115006268024445,0.1355046182870865
173,0.003730813041329384,0.13132528960704803
174,0.004089846275746822,0.13106749951839447
175,0.003562046680599451,0.13413603603839874
176,0.0033345073461532593,0.13013306260108948
177,0.003951066639274359,0.1303853988647461
178,0.003919250797480345,0.1297965943813324
179,0.0031256815418601036,0.1290266215801239
180,0.0035523066762834787,0.128359854221344
181,0.0035976343788206577,0.12827527523040771
182,0.003222291124984622,0.12254747748374939
183,0.003363266121596098,0.12069038301706314
184,0.0035007805563509464,0.12522642314434052
185,0.0030137118883430958,0.1221403181552887
186,0.0034208090510219336,0.11950130760669708
187,0.0030722080264240503,0.12116387486457825
188,0.002641653874889016,0.11522319912910461
189,0.0030507203191518784,0.11544264853000641
190,0.003144695656374097,0.11248735338449478
191,0.0023704301565885544,0.11841577291488647
192,0.003019280731678009,0.11175213754177094
193,0.0029866148252040148,0.10874425619840622
194,0.0027478490956127644,0.10979963839054108
195,0.002569858217611909,0.10493689775466919
196,0.003615578170865774,0.10933934897184372
197,0.0022612009197473526,0.10957647860050201
198,0.0027301418595016003,0.10699647665023804
199,0.0031013188418000937,0.10762306302785873
200,0.002284274436533451,0.10767777264118195
201,0.002475565765053034,0.10260137915611267
202,0.0028423331677913666,0.09986883401870728
203,0.0032148314639925957,0.1025216206908226
204,0.0022066470701247454,0.10572817921638489
205,0.002434835070744157,0.10191410034894943
206,0.003172733820974827,0.10538915544748306
207,0.0024189348332583904,0.10157794505357742
208,0.0020621665753424168,0.10103996843099594
209,0.002714315662160516,0.09671895205974579
210,0.002868663053959608,0.09805453568696976
211,0.002767208032310009,0.09919773787260056
212,0.002510455437004566,0.09754103422164917
213,0.003515423508360982,0.09733032435178757
214,0.0028403964824974537,0.09950660914182663
215,0.003456205828115344,0.09583766013383865
216,0.0027808165177702904,0.09502638876438141
217,0.0034599583595991135,0.09864304214715958
218,0.0025777667760849,0.09122107177972794
219,0.003216980956494808,0.09394591301679611
220,0.002554613631218672,0.0968855768442154
221,0.00252191792242229,0.09807082265615463
222,0.002214018953964114,0.09263000637292862
223,0.00317788147367537,0.10109763592481613
224,0.002465947065502405,0.09301289916038513
225,0.0020087542943656445,0.09648460149765015
226,0.0022936745081096888,0.09591548889875412
227,0.00264918664470315,0.09283223003149033
228,0.002490960992872715,0.09121591597795486
229,0.002104861894622445,0.09149841964244843
230,0.0020770812407135963,0.09353375434875488
231,0.0023800034541636705,0.09208861738443375
232,0.0022583622485399246,0.09428133070468903
233,0.0020773133728653193,0.09275705367326736
234,0.0023233566898852587,0.08973324298858643
235,0.0023658310528844595,0.0949053019285202
236,0.002185124671086669,0.09291257709264755
237,0.002112234942615032,0.09360503405332565
238,0.0022532567381858826,0.09282038360834122
239,0.002280253916978836,0.09609740972518921
240,0.0022045166697353125,0.0918930247426033
241,0.0021715150214731693,0.09031044691801071
242,0.002175958827137947,0.08883941918611526
243,0.002077262382954359,0.09106772392988205
244,0.0022146902047097683,0.0943053662776947
245,0.0020169138442724943,0.08995330333709717
246,0.0017211970407515764,0.09235741198062897
247,0.002126435050740838,0.09050770103931427
248,0.0023020212538540363,0.09353099018335342
249,0.0018429203191772103,0.09499085694551468
250,0.0020202314481139183,0.08885843306779861
251,0.0022273294162005186,0.09034350514411926
252,0.0022911550477147102,0.08785508573055267
253,0.0018103771144524217,0.08816567808389664
254,0.0019394054543226957,0.08907423913478851
255,0.002137766219675541,0.08581916987895966
256,0.0021510343067348003,0.08727951347827911
257,0.001989765092730522,0.08928743004798889
258,0.0014636088162660599,0.09402642399072647
259,0.0018812674097716808,0.0882556214928627
260,0.002073915209621191,0.08874601125717163
261,0.0017408557469025254,0.08546135574579239
262,0.0015784261049702764,0.08704182505607605
263,0.0018644658848643303,0.08556419610977173
264,0.001800396479666233,0.09009843319654465
265,0.001631229417398572,0.08595161139965057
266,0.001848037471063435,0.09039172530174255
267,0.0018665838288143277,0.08578651398420334
268,0.0015868354821577668,0.09194117784500122
269,0.0016925075324252248,0.08955893665552139
270,0.001854753470979631,0.08664773404598236
271,0.0017429327126592398,0.09276682883501053
272,0.0017718488816171885,0.0964541882276535
273,0.002053662668913603,0.09013253450393677
274,0.002061538165435195,0.08890699595212936
275,0.0019390155794098973,0.08797016739845276
276,0.0018313988111913204,0.08415752649307251
277,0.002033319091424346,0.08760599046945572
278,0.0015382027486339211,0.08583511412143707
279,0.002085150219500065,0.08221981674432755
280,0.0019828341901302338,0.09061212092638016
281,0.0014001433737576008,0.08978342264890671
282,0.0018744230037555099,0.09119013696908951
283,0.002315530087798834,0.08745434135198593
284,0.001606698497198522,0.08632508665323257
285,0.0014272925909608603,0.08417613804340363
286,0.002124026184901595,0.07862042635679245
287,0.001748344860970974,0.08659353107213974
288,0.0016425024950876832,0.08869355171918869
289,0.002232450060546398,0.08471038937568665
290,0.0017575925448909402,0.08554473519325256
291,0.0017322894418612123,0.08215078711509705
292,0.0017690436216071248,0.0844736248254776
293,0.001641040900722146,0.08210579305887222
294,0.0016276423120871186,0.08602256327867508
295,0.0016623225528746843,0.085931695997715
296,0.002010639989748597,0.08695308119058609
297,0.0014959190739318728,0.0850999727845192
298,0.0017023463733494282,0.08589240908622742
299,0.001699207816272974,0.08503369987010956
300,0.0015639937482774258,0.08402625471353531
301,0.0015690949512645602,0.08238037675619125
302,0.0016517535550519824,0.0844530314207077
303,0.0017028858419507742,0.08592507243156433
304,0.0014787230174988508,0.08262224495410919
305,0.0016844759229570627,0.08608996868133545
306,0.001664058188907802,0.08896133303642273
307,0.0015884449239820242,0.08498046547174454
308,0.0015932397218421102,0.0845271497964859
309,0.0019454846624284983,0.08510761708021164
310,0.0015603916253894567,0.08475173264741898
311,0.0014281118055805564,0.08332400023937225
312,0.00157800386659801,0.0814211443066597
313,0.0019037750316783786,0.0811525210738182
314,0.001523207756690681,0.08326928317546844
315,0.0015682956436648965,0.07866719365119934
316,0.0016939172055572271,0.08286447077989578
317,0.001594789675436914,0.08489291369915009
318,0.0016618802910670638,0.08445965498685837
319,0.0017054793424904346,0.0850803330540657
320,0.0019297198159620166,0.08257096260786057
321,0.0016762210289016366,0.08078353106975555
322,0.0014733650023117661,0.08267870545387268
323,0.0019078077748417854,0.0818711519241333
324,0.0018762844847515225,0.08288581669330597
325,0.0015478413552045822,0.08099482208490372
326,0.0014814799651503563,0.08330583572387695
327,0.0017074525821954012,0.08564351499080658
328,0.0016763906460255384,0.08388050645589828
329,0.0016867757076397538,0.08337767422199249
330,0.001960363006219268,0.0809469148516655
331,0.0016058741603046656,0.07899534702301025
332,0.001344040734693408,0.08162125945091248
333,0.0018873905064538121,0.07911882549524307
334,0.0018573759589344263,0.08374997973442078
335,0.001658142078667879,0.08889488130807877
336,0.0014329891419038177,0.08283520489931107
337,0.0020787485409528017,0.08563219755887985
338,0.0019212535116821527,0.0789194330573082
339,0.0016586732817813754,0.08123596757650375
340,0.0020107696764171124,0.08000829815864563
341,0.0020390613935887814,0.0752522423863411
342,0.001956016756594181,0.07808887213468552
343,0.0017210684018209577,0.07871299237012863
344,0.0016826022183522582,0.07935412973165512
345,0.0018908923957496881,0.0811087042093277
346,0.0017705656355246902,0.07794810831546783
347,0.0019650510512292385,0.08025721460580826
348,0.0017878984799608588,0.07639596611261368
349,0.0018051642691716552,0.07510893046855927
350,0.0020826696418225765,0.07767054438591003
351,0.0021429264452308416,0.07749205082654953
352,0.00200491095893085,0.08075051754713058
353,0.001908059581182897,0.08277636021375656
354,0.0018588920356705785,0.07675881683826447
355,0.002379875397309661,0.07719971984624863
356,0.0020023260731250048,0.0789499580860138
357,0.0018495717085897923,0.07488515973091125
358,0.002284953836351633,0.0759902074933052
359,0.002538933651521802,0.07762934267520905
360,0.0020565444137901068,0.07712983340024948
361,0.0018785328138619661,0.07886247336864471
362,0.0027439910918474197,0.07478296756744385
363,0.002715549897402525,0.07701186835765839
364,0.0023003211244940758,0.07863914221525192
365,0.002214157022535801,0.07385959476232529
366,0.003029699670150876,0.07308711856603622
367,0.0029031611047685146,0.07202022522687912
368,0.002488167490810156,0.07185515761375427
369,0.0028561376966536045,0.07541032135486603
370,0.0025960623752325773,0.07339557260274887
371,0.0030173668637871742,0.07022537291049957
372,0.002831542631611228,0.0753638744354248
373,0.002309455769136548,0.0752275362610817
374,0.0021609263494610786,0.0745137482881546
375,0.0029594735242426395,0.07210417091846466
376,0.0027018075343221426,0.07508999854326248
377,0.0023010950535535812,0.06889960169792175
378,0.002928436268121004,0.07042564451694489
379,0.0031639067456126213,0.07445177435874939
380,0.0027418257668614388,0.06961745023727417
381,0.0030205310322344303,0.07643286138772964
382,0.0029204818420112133,0.07263710349798203
383,0.0025254706852138042,0.07555817067623138
384,0.0030681630596518517,0.06729742139577866
385,0.0034605234395712614,0.07454081624746323
386,0.002535934094339609,0.07054602354764938
387,0.002739317249506712,0.06992805749177933
388,0.0034450895618647337,0.07048512995243073
389,0.002739319112151861,0.0680837333202362
390,0.0025365680921822786,0.06761074811220169
391,0.003014163114130497,0.07515010237693787
392,0.0030521443113684654,0.06946641206741333
393,0.0031868249643594027,0.07195166498422623
394,0.0030418080277740955,0.07206366211175919
395,0.0032549251336604357,0.07472015172243118
396,0.003352934028953314,0.07433085888624191
397,0.0033372726757079363,0.0693347230553627
398,0.0031715359073132277,0.07129108160734177
399,0.003061329247429967,0.06883423775434494
400,0.0030474229715764523,0.06236081197857857
401,0.003188908798620105,0.07214054465293884
402,0.0034461552277207375,0.06667618453502655
403,0.003083588555455208,0.07008670270442963
404,0.0036666723899543285,0.06490599364042282
405,0.004130999557673931,0.06908538192510605
406,0.0036426791921257973,0.06662967056035995
407,0.0032512762118130922,0.06624923646450043
408,0.0032964604906737804,0.06886719167232513
409,0.0038712630048394203,0.06340707093477249
410,0.0038739340379834175,0.06756183505058289
411,0.0034923625644296408,0.06771432608366013
412,0.003188071073964238,0.06638643890619278
413,0.0036382051184773445,0.06409356743097305
414,0.0037422464229166508,0.06305740773677826
415,0.0037122871726751328,0.06154671311378479
416,0.003644063137471676,0.06696853041648865
417,0.003583827055990696,0.06310884654521942
418,0.003749676514416933,0.06626404076814651
419,0.003397455206140876,0.0659356564283371
420,0.003428888972848654,0.06408810615539551
421,0.003653438063338399,0.06021629273891449
422,0.003840753808617592,0.06712423264980316
423,0.003488845657557249,0.06738880276679993
424,0.0036067671608179808,0.06592840701341629
425,0.004061086568981409,0.0659293606877327
