Epochs,PDE Loss,Boundary Conditions Loss
0,0.009844438172876835,0.5429728627204895
1,0.006284805480390787,0.3410264849662781
2,0.005300045944750309,0.33157384395599365
3,0.005364740267395973,0.33522677421569824
4,0.006430548150092363,0.30859410762786865
5,0.009121166542172432,0.26808878779411316
6,0.013371964916586876,0.23391684889793396
7,0.019529324024915695,0.21539092063903809
8,0.02656104974448681,0.2155226767063141
9,0.031646572053432465,0.2205163538455963
10,0.03214728459715843,0.21793077886104584
11,0.02750859595835209,0.21256381273269653
12,0.01778281293809414,0.2037484049797058
13,0.007388546131551266,0.19826015830039978
14,0.001256695482879877,0.19621412456035614
15,0.0018337150104343891,0.2136126458644867
16,0.00632316991686821,0.20960590243339539
17,0.00967254675924778,0.2154313325881958
18,0.009601765312254429,0.19833631813526154
19,0.006897112354636192,0.19074764847755432
20,0.0044359792955219746,0.1929236352443695
21,0.002859515603631735,0.19274047017097473
22,0.002232938539236784,0.19863256812095642
23,0.0014977427199482918,0.1990138739347458
24,0.0009136312291957438,0.1940346509218216
25,0.0006087219808250666,0.196761354804039
26,0.0008184601902030408,0.19707472622394562
27,0.001437517930753529,0.19456620514392853
28,0.0019851750694215298,0.19106130301952362
29,0.0020952969789505005,0.19215962290763855
30,0.001738660503178835,0.19261080026626587
31,0.0011563505977392197,0.19485992193222046
32,0.0007058128830976784,0.19277529418468475
33,0.0004772795073222369,0.19177190959453583
34,0.0006105671054683626,0.1896464079618454
35,0.0008702717605046928,0.188534215092659
36,0.0012816605158150196,0.19165493547916412
37,0.0015056813135743141,0.18915878236293793
38,0.0015175973530858755,0.1860554814338684
39,0.0016202948754653335,0.19003252685070038
40,0.001535000279545784,0.1791229397058487
41,0.001389184850268066,0.1909671127796173
42,0.0012357719242572784,0.1853003054857254
43,0.0011006335262209177,0.18649178743362427
44,0.000975013361312449,0.18727341294288635
45,0.0009293506154790521,0.1877477616071701
46,0.0007884746300987899,0.1888783872127533
47,0.0007891971035860479,0.18393966555595398
48,0.0007517088670283556,0.19034862518310547
49,0.0007484559318982065,0.18569545447826385
50,0.0008468487067148089,0.1846129149198532
51,0.0009251445299014449,0.18842925131320953
52,0.001094938488677144,0.18433813750743866
53,0.001221484038978815,0.18782666325569153
54,0.001254708506166935,0.18724854290485382
55,0.0013697907561436296,0.1870802342891693
56,0.001432297402061522,0.18947844207286835
