Epochs,PDE Loss,Boundary Conditions Loss
0,0.022064125165343285,0.4689164161682129
1,0.0023422259837388992,0.33462247252464294
2,0.005646171048283577,0.3295121192932129
3,0.004208262078464031,0.328199177980423
4,0.0012729947920888662,0.29187068343162537
5,0.0026602279394865036,0.25142714381217957
6,0.005239954683929682,0.22130398452281952
7,0.004901937209069729,0.2166597843170166
8,0.00278584286570549,0.21877700090408325
9,0.001507623353973031,0.2155258059501648
10,0.001785782864317298,0.2056477963924408
11,0.0023668119683861732,0.1956745833158493
12,0.0021991049870848656,0.18893975019454956
13,0.0013371523236855865,0.2039278745651245
14,0.0011605923064053059,0.19956564903259277
15,0.0017829814460128546,0.20167076587677002
16,0.002028715331107378,0.19543671607971191
17,0.0014247135259211063,0.2016250342130661
18,0.0008176571573130786,0.19173066318035126
19,0.000982707249931991,0.1982126086950302
20,0.0019425640348345041,0.19266556203365326
21,0.002550131641328335,0.19851574301719666
22,0.001975288148969412,0.18890684843063354
23,0.0008963204454630613,0.19069308042526245
24,0.0005683184717781842,0.19690170884132385
25,0.0011802961817011237,0.19189515709877014
26,0.001723347813822329,0.19204886257648468
27,0.0014926414005458355,0.1942892074584961
28,0.0008573114173486829,0.1915925294160843
29,0.0005066848825663328,0.19246341288089752
30,0.0005840041558258235,0.19164998829364777
31,0.0008851756574586034,0.18646764755249023
32,0.0008795063477009535,0.1887248009443283
33,0.0007037438917905092,0.18981990218162537
34,0.0005306731909513474,0.18967759609222412
35,0.0005920517724007368,0.18914183974266052
36,0.0007582434336654842,0.1887771338224411
37,0.0007821602048352361,0.19187942147254944
38,0.0006648990092799067,0.18873579800128937
39,0.0006310754106380045,0.18862806260585785
40,0.0005054474459029734,0.19007563591003418
41,0.0005223922780714929,0.1851809173822403
42,0.0005798745551146567,0.18170921504497528
43,0.0005489516188390553,0.18141476809978485
44,0.0005536328535526991,0.18587428331375122
45,0.0005308215040713549,0.18662939965724945
46,0.0005720558692701161,0.1841030716896057
47,0.000591676274780184,0.18696516752243042
48,0.0006295228376984596,0.1855822205543518
49,0.0005834833718836308,0.18074238300323486
50,0.000642748607788235,0.18293724954128265
51,0.0006706257699988782,0.18413110077381134
52,0.0006317893858067691,0.18833613395690918
53,0.0006329721072688699,0.18610046803951263
54,0.0005622697062790394,0.18465907871723175
55,0.0005909299361519516,0.18456941843032837
56,0.0005268511013127863,0.17934268712997437
57,0.0006300061941146851,0.18222661316394806
58,0.0006701861275359988,0.18471284210681915
59,0.0006241860683076084,0.1871754378080368
60,0.0005778864724561572,0.18678024411201477
61,0.000615453056525439,0.18285170197486877
62,0.000631321279797703,0.18528233468532562
63,0.000612912408541888,0.180853471159935
64,0.0006191605934873223,0.1814088225364685
65,0.0006742299301549792,0.18298974633216858
66,0.0006596595048904419,0.18159161508083344
67,0.0007185214781202376,0.18028511106967926
68,0.0007228807080537081,0.18232108652591705
69,0.0007926608668640256,0.17953285574913025
70,0.0007971682935021818,0.18754129111766815
71,0.0007450524135492742,0.17818544805049896
